Ruc|Nombre/Razon|A partir del|Resolucion|
20501860329|ATRIA ENERGIA S.A.C.|01/06/2017|RS R.S.095-2017|
20538571912|ATTON SAN ISIDRO S.A.C.|01/03/2014|RS R.S.378-2013|
20503324033|AUDIOMUSICA PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20339982369|AUREN SA|01/11/2012|RS R.S.228-2012|
20101076289|AUREX S.A.C.|01/02/2015|RS R.S.395-2014|
20208101146|AUSA OPERACIONES LOGISTICAS S.A. EN LIQUIDACION|01/03/2014|RS R.S.378-2013|
20421421669|AUSENCO PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20546777236|AUSTIN ENGINEERING PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20338054115|AUSTRAL GROUP S.A.A|01/02/2003|RS R.S.181-2002|
20515339508|AUTOCAR DEL PERU SOCIEDAD ANONIMA|01/02/2015|RS R.S.395-2014|
20547583168|AUTOCLASS S.A.C.|01/07/2015|RS R.S.139-2015|
20100821371|AUTOESPAR S A|01/06/2012|RS R.S.096-2012|
20516062305|AUTOFONDO S.A.C.|01/01/2010|RS R.S.265-2009|
20347764664|AUTOLAND S.A.|01/11/2012|RS R.S.228-2012|
20484448222|AUTOMOTORES & DIVERSOS SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20506006024|AUTOMOTORES GILDEMEISTER-PERU S.A.|01/10/2005|RS R.S.174-2005|
20133932730|AUTOMOTORES MOPAL SA|01/11/2012|RS R.S.228-2012|
20458810673|AUTOMOTRIZ GENERAL DEL PERU SOCIEDAD ANONIMA - AGEPSA|01/09/2016|RS R.S.180-2016|
20129159422|AUTOMOTRIZ HUAMANGA E.I.R.L.|01/02/2015|RS R.S.395-2014|
20425802870|AUTOMOTRIZ LATINOAMERICANA S.A.C.|01/09/2007|RS R.S.156-2007|
20120476816|AUTOMOTRIZ SAN BLAS S.A.|01/11/2012|RS R.S.228-2012|
20132834351|AUTOMOVILES S.A.|01/06/2012|RS R.S.096-2012|
20495635822|AUTONORT CAJAMARCA S.A.C.|01/01/2007|RS R.S.219-2006|
20396419093|AUTONORT TRUJILLO S.A.C.|01/06/2012|RS R.S.096-2012|
20100154138|AUTOREX PERUANA S A|01/06/2002|RS R.S.037-2002|
20162554167|AUTORIDAD AUTONOMA DE MAJES|01/11/2002|RS R.S.135-2002|
20522773451|AUTORIDAD AUTONOMA DEL SISTEMA ELECTRICO DE TRANSPORTE MASIVO DE LIMA Y CALLAO - AATE|01/09/2017|RS R.S.182-2017/|
20520711865|AUTORIDAD NACIONAL DEL AGUA|01/12/2019|RS R.S.203-2019|
20477906461|AUTORIDAD NACIONAL DEL SERVICIO CIVIL|01/07/2015|RS R.S.139-2015|
20506798371|AUTOS Y CAMIONES S.A.C.|01/06/2012|RS R.S.096-2012|
20104860762|AUTOSERVICIO SAN ISIDRO S.A|01/01/2007|RS R.S.219-2006|
20486399687|AUTOSERVICIOS LUCHIN E.I.R.L.|01/02/2015|RS R.S.395-2014|
20522172023|AUTOTAXI SATELITAL SOCIEDAD ANONIMA CERRADA|01/12/2019|RS R.S.203-2019|
20100202396|AUTRISA AUTOMOTRIZ ANDINA S.A.|01/11/2012|RS R.S.228-2012|
20348858182|AVIANCA PER� S.A. EN LIQUIDACI�N|01/06/2002|RS R.S.037-2002|
20100324238|AVICOLA RIO AZUL S A|01/06/2002|RS R.S.037-2002|
20530627331|AVICOLA SAN LUIS S.A.C|01/01/2007|RS R.S.219-2006|
20132100552|AVICOLA YUGOSLAVIA S.A.C.|01/06/2003|RS R.S.101-2003|
20296729206|AVIGAN S.A.|01/01/2010|RS R.S.265-2009|
10404954402|AVILA CRUZADO BETMAN|01/06/2017|RS R.S.095-2017|
20524088810|AVIVEL SAC|01/11/2012|RS R.S.228-2012|
20480943687|AVO PERU SAC|01/11/2012|RS R.S.228-2012|
20555757469|AVOCADO PACKING COMPANY S.A.C.|01/07/2015|RS R.S.139-2015|
20513546484|AXES PERU SOCIEDAD ANONIMA CERRADA - AXES PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20600224663|AXIONLOG PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20562692313|AZTECA COMUNICACIONES PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20535734284|B & C AGREGADOS SAC|01/09/2016|RS R.S.180-2016|
20377339461|B.BRAUN MEDICAL PERU S.A.|01/06/2002|RS R.S.037-2002|
20506568707|B.C. BEARING PERU S.R.L.|01/09/2016|RS R.S.180-2016|
20387366475|BAC PETROL S.A.C|01/11/2012|RS R.S.228-2012|
20342347950|BADINOTTI PERU S.A.|01/06/2002|RS R.S.037-2002|
20199144961|BAFING S.A.C.|01/02/2015|RS R.S.395-2014|
20101315291|BAHIA TRADING S A.|01/09/2016|RS R.S.180-2016|
20102179898|BAKELS PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20142586712|BAKER HUGHES INTERNATIONAL OPERATIONS DEL PERU S.A.|01/02/2003|RS R.S.181-2002|
20557849492|BALL PERU SOCIEDAD ANONIMA CERRADA EN LIQUIDACION-BALL PERU S.A.C. EN LIQUIDACION|01/09/2016|RS R.S.180-2016|
20507036733|BALLY GAMING & SYSTEMS S.A. SUCURSAL DEL PERU|01/09/2016|RS R.S.180-2016|
20504565794|BANCO AGROPECUARIO|01/02/2015|RS R.S.395-2014|
20100130204|BANCO BBVA PERU|01/06/2002|RS R.S.037-2002|
20122476309|BANCO CENTRAL DE RESERVA DEL PERU|01/06/2002|RS R.S.037-2002|
20509507199|BANCO DE COMERCIO|01/08/2006|RS R.S.091-2006|
20100047218|BANCO DE CREDITO DEL PERU|01/06/2002|RS R.S.037-2002|
20100030595|BANCO DE LA NACION|01/06/2002|RS R.S.037-2002|
20330401991|BANCO FALABELLA PERU S.A|01/06/2002|RS R.S.037-2002|
20513074370|BANCO GNB PERU S.A.|01/01/2010|RS R.S.265-2009|
20101036813|BANCO INTERAMERICANO DE FINANZAS|01/06/2002|RS R.S.037-2002|
20100053455|BANCO INTERNACIONAL DEL PERU-INTERBANK|01/06/2002|RS R.S.037-2002|
20100105862|BANCO PICHINCHA|01/06/2002|RS R.S.037-2002|
20259702411|BANCO RIPLEY PERU S.A.|01/06/2002|RS R.S.037-2002|
20516711559|BANCO SANTANDER PERU S.A.|01/01/2010|RS R.S.265-2009|
20101063896|BANG S.A.|01/11/2012|RS R.S.228-2012|
20544108086|BARBA BARAHONA INGENIEROS SOCIEDAD ANONIMA CERRADA|01/09/2018|RS R.S.182-2018|
20100101956|BARCINO S.A.C.|01/02/2015|RS R.S.395-2014|
20100006376|BASF PERUANA S A|01/06/2002|RS R.S.037-2002|
20514007714|BATERIAS ALFA SOCIEDAD ANONIMA|01/09/2016|RS R.S.180-2016|
20100096341|BAYER S.A.|01/06/2002|RS R.S.037-2002|
20127705969|BEAGLE AGENTES DE ADUANA S.A|01/11/2012|RS R.S.228-2012|
20556319058|BEBIDAS PREMIUM LIMA  S.A.C. - BP LIMA S.A.C.|01/09/2016|RS R.S.180-2016|
20430578805|BECTEK CONTRATISTAS S.A.C.|01/12/2019|RS R.S.203-2019|
20100165504|BEIERSDORF S.A.C.|01/06/2002|RS R.S.037-2002|
20543747719|BELIA TRADING PERU S.A.C.|01/07/2015|RS R.S.139-2015|
20491920883|BELLART EIRL|01/09/2016|RS R.S.180-2016|
10282707069|BELLIDO VILCHEZ JORGE POMPEYO|01/09/2010|RS R.S.217-2010|
20334539149|BELMOND PERU S.A.|01/06/2002|RS R.S.037-2002|
20502510470|BELTRAN PERU E.I.R.L.|01/06/2012|RS R.S.096-2012|
20101087647|BEMBOS S.A.C|01/06/2002|RS R.S.037-2002|
20517698131|BERTONATI TECHNOLOGIES S.A.|01/07/2015|RS R.S.139-2015|
20416162299|BESCO S.A.C.|01/11/2012|RS R.S.228-2012|
20516485524|BFX SAC|01/09/2016|RS R.S.180-2016|
20503991331|BGS INGENIEROS SOCIEDAD ANONIMA CERRADA|01/06/2012|RS R.S.096-2012|
20296637697|BIDDLE INC S.A.C.|01/01/2007|RS R.S.219-2006|
20547530552|BIJOU PERU SOCIEDAD ANONIMA CERRADA|01/06/2017|RS R.S.095-2017|
20100013747|BIOCON DEL PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20525538576|BIOENERGIA DEL CHIRA S.A.|01/02/2015|RS R.S.395-2014|
20548415404|BIOILS PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20504458521|BIONOVA S.A.C.|01/09/2016|RS R.S.180-2016|
20100266874|BISA INGENIERIA DE PROYECTOS S.A.|01/06/2002|RS R.S.037-2002|
20521598736|BK CONSTRUCCIONES SOCIEDAD ANONIMA CERRADA - BK CONSTRUCCIONES S.A.C.|01/02/2015|RS R.S.395-2014|
20266596805|BLACK & DECKER DEL PERU S.A|01/03/2014|RS R.S.378-2013|
20534516674|BLAND FARMS (PERU) S.A.C.|01/02/2015|RS R.S.395-2014|
20519320305|BLENDING S.A.C.|01/02/2015|RS R.S.395-2014|
20205605500|BLUE MARLIN BEACH CLUB S.A.|01/11/2012|RS R.S.228-2012|
20507873627|BLUE PACIFIC OILS SOCIEDAD ANONIMA CERRADA - BLUE PACIFIC OILS S.A.C.|01/09/2018|RS R.S.182-2018|
20513328819|BNP PARIBAS CARDIF S.A. COMPA�IA DE SEGUROS Y REASEGUROS|01/05/2011|RS R.S.082-2011|
20451583060|BODEGAS DON LUIS SOCIEDAD ANONIMA CERRADA - BODEGAS DON LUIS S.A.C.|01/07/2015|RS R.S.139-2015|
20104505784|BODEGAS Y VI�EDOS TABERNERO S.A.C.|01/06/2002|RS R.S.037-2002|
20523163320|BOEHRINGER INGELHEIM PERU S.A.C|01/02/2015|RS R.S.395-2014|
20100010489|BOLSERIA Y ENVASES S.A.C. EN LIQUIDACION - BOLSENV S.A.C. EN LIQUIDACION|01/05/2004|RS R.S.083-2004|
20538027295|BONALI S.A|01/06/2017|RS R.S.095-2017|
20492784622|BORDEN S.A.C.|01/06/2017|RS R.S.095-2017|
20384891943|BOTICAS Y SALUD S.A.C.|01/05/2004|RS R.S.083-2004|
20471254305|BOUBY S.A.C|01/06/2012|RS R.S.096-2012|
20100060311|BOYLES BROS DIAMANTINA S A|01/06/2002|RS R.S.037-2002|
20503238463|BPZ EXPLORACION & PRODUCCION S.R.L.|01/09/2008|RS R.S.124-2008|
20100067910|BRAEDT S.A. � BRSA|01/06/2002|RS R.S.037-2002|
20100084920|BRAILLARD S A|01/06/2002|RS R.S.037-2002|
20602413897|BRANDINT SOCIEDAD ANONIMA CERRADA - BRANDINT S.A.C.|01/12/2019|RS R.S.203-2019|
20100334624|BRENNTAG PERU S.A.C|01/06/2002|RS R.S.037-2002|
20511289824|BRETT GOURMET S.A.C.|01/07/2015|RS R.S.139-2015|
10803552903|BRICE�O GARCIA SARA|01/09/2018|RS R.S.182-2018|
20329838553|BRIDA INGENIERIA DE PROYECTOS S.A.|01/06/2012|RS R.S.096-2012|
20517056708|BRIDGESTONE MINING SOLUTIONS PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20502042352|BRIGHTSTAR PERU S.R.L.|01/02/2003|RS R.S.181-2002|
20563099187|BRISMAR S.A.C.|01/09/2016|RS R.S.180-2016|
20378813761|BRISTOL-MYERS SQUIBB PERU S.A.|01/06/2002|RS R.S.037-2002|
20107695584|BRITISH AMERICAN HOSPITAL S.A.|01/01/2007|RS R.S.219-2006|
20261180937|BRITISH AMERICAN TOBACCO DEL PERU S.A.C.|01/05/2004|RS R.S.083-2004|
20509409260|BRITT  PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20517686639|BROLEM COMPANY S.A.C.|01/03/2014|RS R.S.378-2013|
20330444372|BSH ELECTRODOMESTICOS SAC|01/02/2003|RS R.S.181-2002|
20508261633|BUNGE PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20101087566|BUREAU VERITAS DEL PERU S.A.|01/02/2015|RS R.S.395-2014|
20410705878|C & C SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20514606774|C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20425567935|C Y J CONSTRUCTORES Y CONTRATISTAS S.A.C|01/12/2019|RS R.S.203-2019|
20101049711|C.A.H. CONTRATISTAS GENERALES S.A.|01/06/2002|RS R.S.037-2002|
20492739911|C.A.P.I.T.A.N. GROUP TEXTILE S.A.C.|01/09/2016|RS R.S.180-2016|
20392546899|C.MEJIA CONTRATISTAS GENERALES S.A.C.|01/09/2018|RS R.S.182-2018|
20119616060|CABRERA MARTINEZ Y YAMUNAQUE AGROPECUARIA CAMAY S. CIVIL|01/07/2015|RS R.S.139-2015|
20484204439|CADENAS 24 HORAS SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20473159644|CAFETALERA AMAZONICA S.A.C.|01/02/2015|RS R.S.395-2014|
20130098488|CAJA MUNIC.DE AHORR.Y CRED.DE TACNA S.A.|01/02/2015|RS R.S.395-2014|
20102881347|CAJA MUNICIP.AHORRO Y CREDITO SULLANA S. A.|01/02/2015|RS R.S.395-2014|
20114839176|CAJA MUNICIPAL DE AHORRO Y CREDITO CUSCO S.A. - CMAC CUSCO S.A.|01/02/2015|RS R.S.395-2014|
20100209641|CAJA MUNICIPAL DE AHORRO Y CREDITO DE AREQUIPA S.A. - CAJA AREQUIPA|01/02/2015|RS R.S.395-2014|
20104888934|CAJA MUNICIPAL DE AHORRO Y CREDITO DE ICA SA|01/02/2015|RS R.S.395-2014|
20132243230|CAJA MUNICIPAL DE AHORRO Y CREDITO DE TRUJILLO SA - CAJA TRUJILLO|01/02/2015|RS R.S.395-2014|
20100269466|CAJA MUNICIPAL DE CREDITO POPULAR DE LIM A|01/06/2002|RS R.S.037-2002|
20543166660|CAJA RURAL DE AHORRO Y CR�DITO CENCOSUD SCOTIA PER� S.A.|01/11/2012|RS R.S.228-2012|
20231269071|CAJA RURAL DE AHORRO Y CR�DITO RA�Z S.A.A|01/12/2019|RS R.S.203-2019|
20115039262|CAL & CEMENTO SUR S.A.|01/05/2003|RS R.S.080-2003|
20455959943|CALIDRA PER� S.A.C.|01/02/2015|RS R.S.395-2014|
20471744493|CALIZA CEMENTO INCA S.A.|01/09/2010|RS R.S.217-2010|
20535637599|CALLAO SALUD S.A.C.|01/02/2015|RS R.S.395-2014|
20504963927|CALSA PERU S.A.C.|01/06/2012|RS R.S.096-2012|
20185788599|CALZADO ATLAS S A|01/06/2002|RS R.S.037-2002|
20512025464|CALZADO CHOSICA SOCIEDAD ANONIMA CERRADA|01/06/2012|RS R.S.096-2012|
20374412524|CALZADOS AZALEIA PERU S.A|01/03/2014|RS R.S.378-2013|
20550825539|CAMAR PERU SAC|01/09/2016|RS R.S.180-2016|
20101266819|CAMARA DE COMERCIO DE LIMA|01/06/2002|RS R.S.037-2002|
20324737171|CAMPOS DEL SUR S.A.|01/07/2015|RS R.S.139-2015|
20340584237|CAMPOSOL S.A.|01/02/2004|RS R.S. 008-2004|
20218613595|CAMS S.A.C.|01/09/2016|RS R.S.180-2016|
20172725865|CANCHANYA INGENIEROS S.R.LTDA.|01/11/2012|RS R.S.228-2012|
20144048301|CANGALLO Y CIA. S.A.|01/07/2015|RS R.S.139-2015|
20571221021|CAPAS GROUP S.A.C.|01/09/2016|RS R.S.180-2016|
20536505971|CARAL EDIFICACIONES SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20481989702|CARANTRA SAC|01/07/2015|RS R.S.139-2015|
10463640381|CARBAJAL FLORES JAVIER ENRIQUE|01/09/2016|RS R.S.180-2016|
20550488192|CARBONELL FIGUERAS S.A.C.|01/02/2015|RS R.S.395-2014|
20512709088|CARDIOPULMONARY CARE SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20515033841|CARESTREAM  HEALTH  PERU  S.A.C.|01/09/2016|RS R.S.180-2016|
20100127912|CARGILL AMERICAS PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20432552072|CARGO TRANSPORT S.A.C.|01/06/2012|RS R.S.096-2012|
20100083524|CARLOS KOCH PRATTES S A|01/06/2002|RS R.S.037-2002|
20504822274|CARP & ASOCIADOS SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|01/11/2012|RS R.S.228-2012|
20337362151|CARPICENTRO S.A.C.|01/11/2012|RS R.S.228-2012|
20402173476|CARRION INVERSIONES S.A.|01/05/2003|RS R.S.080-2003|
20222335052|CARTAVIO RUM COMPANY S.A.C.|01/05/2003|RS R.S.080-2003|
20131867744|CARTAVIO SOCIEDAD ANONIMA ABIERTA|01/02/2003|RS R.S.181-2002|
20100910129|CARTIR PERU S R L|01/06/2002|RS R.S.037-2002|
20424964990|CARTONES VILLA MARINA S.A.|01/02/2003|RS R.S.181-2002|
20387887289|CASA CHICA S.A.C.|01/07/2015|RS R.S.139-2015|
20131823020|CASA GRANDE SOCIEDAD  ANONIMA ABIERTA|01/01/2010|RS R.S.265-2009|
20454377878|CASAS & CERAMICOS S.A.C.|01/11/2012|RS R.S.228-2012|
10107990645|CASAS CHAPEYQUEN PEDRO ALFONSO|01/06/2017|RS R.S.095-2017|
20509551767|CATALINA HUANCA SOCIEDAD MINERA S.A.C.|01/08/2006|RS R.S.091-2006|
20507907114|CATALOGO S.A.C|01/03/2014|RS R.S.378-2013|
20384594655|CATERPILLAR INTERNATIONAL SERVICES DEL P ERU S.A|01/03/2014|RS R.S.378-2013|
20430157702|CATV SYSTEMS E.I.R.L|01/07/2015|RS R.S.139-2015|
20380456444|CAYMAN S.A.C.|01/06/2017|RS R.S.095-2017|
20601373875|CBC LOGISTICS S.A.C.|01/12/2019|RS R.S.203-2019|
20600281489|CBC PERUANA S.A.C.|01/09/2016|RS R.S.180-2016|
20514075558|CBI PERUANA S.A.C.|01/03/2009|RS R.S.030-2009|
20525605869|CC TROPICALES SOCIEDAD ANONIMA CERRADA- CC TROPICALES S.A.C.|01/07/2015|RS R.S.139-2015|
20134529203|CCORAL S.A|01/09/2016|RS R.S.180-2016|
20521409194|CECI FARMA GROUP S.A.C.|01/02/2015|RS R.S.395-2014|
20469820531|CECOSAMI SOCIEDAD ANONIMA CERRADA|01/06/2012|RS R.S.096-2012|
20520667785|CELESTE GAS S.A.C.|01/09/2018|RS R.S.182-2018|
20505598408|CELLMARK PERU S.A.C.|01/03/2014|RS R.S.378-2013|
20419387658|CEMENTOS PACASMAYO S.A.A.|01/06/2002|RS R.S.037-2002|
20516504685|CEMENTOS PORTLAND SOCIEDAD ANONIMA CERRADA|01/09/2016|RS R.S.180-2016|
20489174023|CEMENTOS SELVA S.A.C.|01/02/2015|RS R.S.395-2014|
20516020301|CEMEX PERU S.A.|01/03/2014|RS R.S.378-2013|
20517905454|CENCOSUD PERU S.A.|01/09/2010|RS R.S.217-2010|
20109072177|CENCOSUD RETAIL PERU S.A.|01/06/2002|RS R.S.037-2002|
20118578415|CENT.DE COOP.AGR. CAF.VALLES SANDIA LTDA|01/06/2017|RS R.S.095-2017|
20503423287|CENTELSA PERU S.A.C.|01/02/2003|RS R.S.181-2002|
20505205791|CENTRAL PARKING SYSTEM PER� S.A.|01/11/2012|RS R.S.228-2012|
20120545303|CENTRAL PERU S.A|01/03/2014|RS R.S.378-2013|
20525288871|CENTRAL PIURANA DE ASOCIACIONES DE PEQUE�OS PRODUCTORES DE BANANO ORGANICO|01/03/2014|RS R.S.378-2013|
20516927560|CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. - CENTRIA S.A.C.|01/03/2014|RS R.S.378-2013|
20184569745|CENTRO CARNES S.R.L.|01/09/2016|RS R.S.180-2016|
20466776336|CENTRO CERAMICO LAS FLORES SAC.|01/11/2012|RS R.S.228-2012|
20209527929|CENTRO COMERCIAL CORDOVA E I R LTDA|01/11/2012|RS R.S.228-2012|
20507884823|CENTRO COMERCIAL MALL DEL SUR S.A.C.|01/02/2015|RS R.S.395-2014|
20514020907|CENTRO COMERCIAL PLAZA NORTE S.A.C.|01/01/2010|RS R.S.265-2009|
20500964911|CENTRO DE ACOPIO & ALIMENTOS EL SALVADOR E.I.R.L.|01/09/2016|RS R.S.180-2016|
20143436447|CENTRO DE ENGORDE VILLA SRLTDA|01/02/2015|RS R.S.395-2014|
20172980466|CENTRO DIESEL DEL PERU SOCIEDAD ANONIMA|01/06/2002|RS R.S.037-2002|
20175508610|CENTRO MEDICO CLINICA SAN JUDAS TADEO SA|01/06/2002|RS R.S.037-2002|
20112280201|CENTRO M�DICO ODONTOL�GICO AMERICANO SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20538298485|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|01/09/2017|RS R.S.182-2017/|
20502707770|CENTRO NAVAL DEL PERU|01/07/2015|RS R.S.139-2015|
20155140942|CENTRO VACACIONAL HUAMPANI|01/09/2010|RS R.S.217-2010|
20512164073|CENTROS MEDICOS DEL PERU S.A.|01/02/2015|RS R.S.395-2014|
20510636946|CENTURY MINING PERU S.A.C.|01/05/2011|RS R.S.082-2011|
20252575457|CENTURYLINK PERU S.A.|01/05/2003|RS R.S.080-2003|
20516908930|CEPSA PERUANA S.A.C.|01/02/2015|RS R.S.395-2014|
20101026001|CERAMICA LIMA S A|01/06/2002|RS R.S.037-2002|
20307146798|CERAMICA SAN LORENZO SAC|01/06/2002|RS R.S.037-2002|
20100132916|CERAMICOS PERUANOS S A|01/06/2002|RS R.S.037-2002|
20100725658|CERRADURAS NACIONALES S.A.C.|01/02/2015|RS R.S.395-2014|
20516488973|CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.C.|01/12/2011|RS R.S.257-2011|
20100011884|CERTIFICACIONES DEL PERU S A CERPER|01/02/2015|RS R.S.395-2014|
20269085666|CERTIMIN S.A.|01/02/2015|RS R.S.395-2014|
20128915711|CERVECERIA SAN JUAN S.A.|01/02/2015|RS R.S.395-2014|
20101064191|CESEL S A|01/06/2002|RS R.S.037-2002|
20100123763|CETCO S.A.|01/06/2002|RS R.S.037-2002|
20512868046|CFG INVESTMENT SAC|01/09/2007|RS R.S.156-2007|
20537284723|CGM RENTAL SOCIEDAD ANONIMA CERRADA|01/11/2012|RS R.S.228-2012|
20266661399|CH Y C INVERSIONES AMERICANAS E.I.R.L.|01/11/2012|RS R.S.228-2012|
20553178445|CHALA ONE SOCIEDAD ANONIMA CERRADA - CHALA ONE S.A.C.|01/07/2015|RS R.S.139-2015|
20101152724|CHARLOTTE S.A.|01/02/2015|RS R.S.395-2014|
20254813720|CHAVIN ENGINEERING & CONSTRUCTION S.A.C.|01/09/2010|RS R.S.217-2010|
20100265550|CHEM MASTERS DEL PERU SA.|01/06/2002|RS R.S.037-2002|
20100377358|CHEMICAL MINING S A|01/11/2012|RS R.S.228-2012|
20252814036|CHEMIFABRIK PERU SOCIEDAD ANONIMA CERRADA - CHEMIFABRIK|01/09/2016|RS R.S.180-2016|
20503076382|CHEMSUPPLY S.A.C|01/03/2014|RS R.S.378-2013|
20506453047|CHEMTRADE S.A.C.|01/09/2016|RS R.S.180-2016|
20536798545|CHILES ANDINOS S.A.C|01/09/2016|RS R.S.180-2016|
20132373958|CHIMU AGROPECUARIA S.A.|01/02/2003|RS R.S.181-2002|
20347029697|CHINA INTERNATIONAL WATER & ELECTRIC CORP (PERU)|01/05/2011|RS R.S.082-2011|
20518723040|CHINANGO S.A.C.|01/12/2010|RS R.S.295-2010|
20523690702|CHT PERUANA S.A.|01/09/2016|RS R.S.180-2016|
20390625007|CHUBB PERU S.A. COMPA�IA DE SEGUROS Y REASEGUROS|01/06/2012|RS R.S.096-2012|
20503563704|CHUNG & TONG INGENIEROS S.A.C.|01/06/2012|RS R.S.096-2012|
20452840775|CHV INGENIEROS CONTRATISTAS GENERALES S.A.C.|01/02/2015|RS R.S.395-2014|
20100148162|CIA DE SEGURIDAD PROSEGUR S A|01/06/2002|RS R.S.037-2002|
20114689425|CIA ELECTRICA INGENIEROS S.R.L.|01/06/2012|RS R.S.096-2012|
20100963834|CIA ERICSSON S.A.|01/06/2002|RS R.S.037-2002|
20101308678|CIA INDUSTRIAL CONTINENTAL S.A.C.|01/10/2005|RS R.S.174-2005|
20100037689|CIA MINERA AGREGADOS CALCAREOS S A|01/06/2002|RS R.S.037-2002|
20140688640|CIA MINERA COIMOLACHE SA|01/05/2011|RS R.S.082-2011|
20494800838|CIA MINERA JERUSALEN S. A. C.|01/03/2014|RS R.S.378-2013|
20100171652|CIA MINERA LAS CAMELIAS S A|01/06/2012|RS R.S.096-2012|
20137025354|CIA MINERA PODEROSA S A|01/03/2014|RS R.S.378-2013|
20100163552|CIA MINERA RAURA S A|01/06/2002|RS R.S.037-2002|
20100120314|CIA MINERA SANTA LUISA S A|01/06/2002|RS R.S.037-2002|
20114213854|CIA. MINERA EL FERROL S.A.C.|01/09/2018|RS R.S.182-2018|
20106651087|CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA)|01/02/2015|RS R.S.395-2014|
20385353406|CIA.INDUSTRIAL NUEVO MUNDO S.A.|01/06/2002|RS R.S.037-2002|
20545739284|CIBERTEC PERU S.A.C.|01/02/2015|RS R.S.395-2014|
20512780114|CICSA PERU S.A.C.|01/03/2009|RS R.S.030-2009|
20551693229|CIENA COMMUNICATIONS DEL PERU S.A.C.|01/09/2016|RS R.S.180-2016|
20109346722|CIFARMA S.A.C.|01/06/2002|RS R.S.037-2002|
20546112773|CIMACOM DATA S.A.C.|01/07/2015|RS R.S.139-2015|
20117322751|CIME COMERCIAL S.A.|01/06/2002|RS R.S.037-2002|
20101387101|CIME INGENIEROS S R L|01/09/2016|RS R.S.180-2016|
20509076945|CINCO MILLAS SAC|01/11/2012|RS R.S.228-2012|
20337771085|CINEMARK DEL PERU S.R.L|01/06/2002|RS R.S.037-2002|
20429683581|CINEPLEX S.A|01/06/2003|RS R.S.101-2003|
20100116635|CITIBANK DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20503909007|CLABE ANDINA S.A.C.|01/07/2015|RS R.S.139-2015|
20293623431|CLARIANT (PERU) S.A.|01/06/2002|RS R.S.037-2002|
20601236401|CLASE 3 S.A.C|01/09/2018|RS R.S.182-2018|
20516390060|CLASEM SAC|01/02/2015|RS R.S.395-2014|
20106566721|CLASS POINT S.A.|01/06/2002|RS R.S.037-2002|
20340053118|CLASSIS CORP. S.R.L.|01/07/2015|RS R.S.139-2015|
20517270297|CLEAN ENERGY DEL PERU S.R.L.|01/06/2012|RS R.S.096-2012|
20227729709|CLINICA ADVENTISTA ANA STAHL|01/02/2015|RS R.S.395-2014|
20100207941|CLINICA AREQUIPA SA|01/02/2015|RS R.S.395-2014|
20100054184|CLINICA INTERNACIONAL S A|01/06/2002|RS R.S.037-2002|
20100122368|CLINICA JAVIER PRADO S A|01/06/2002|RS R.S.037-2002|
20517738701|CLINICA JESUS DEL NORTE SOCIEDAD ANONIMA CERRADA|01/06/2012|RS R.S.096-2012|
20544206410|CLINICA LA MERCED S.A.C.|01/02/2015|RS R.S.395-2014|
20515290142|CLINICA MEDICA CAYETANO HEREDIA S.A|01/07/2015|RS R.S.139-2015|
20508790971|CLINICA NUEVO SAN JUAN SOCIEDAD ANONIMA CERRADA|01/02/2015|RS R.S.395-2014|
20131914416|CLINICA PERUANO AMERICANA S.A.|01/02/2015|RS R.S.395-2014|
20100162742|CLINICA SAN FELIPE S A|01/06/2002|RS R.S.037-2002|
20505018509|CLINICA SAN GABRIEL S A C|01/12/2011|RS R.S.257-2011|
20107463705|CLINICA SAN PABLO S.A.C.|01/09/2004|RS R.S.184-2004|
